Duracion de la Suscripcion (Meses),Satisfaccion del Cliente (1-10),Tiempo de Visualizacion Diario (Horas),Indice de Compromiso (1-10),Dispositivo mas Usado,Genero Preferido,Region,Historial de Pago (A Tiempo/Retrasado),Plan de Suscripcion,Estado de Cancelacion (Sí/No),Consultas al Soporte,Edad,Ingresos Mensuales ($),Numero de Perfiles Creados
1,7,3.84,7,Laptop,Action,Asia,On-Time,Basic,No,2,40,9004,4
54,10,4.36,10,Mobile,Romance,Africa,On-Time,Basic,No,3,43,3468,1
41,1,5.4,1,Mobile,Drama,South America,On-Time,Premium,No,7,70,3155,2
3,8,1.69,10,Mobile,Drama,Europe,On-Time,Premium,No,6,56,3373,5
8,3,4.57,5,Mobile,Sci-fi,Asia,On-Time,Basic,No,2,70,8325,2
26,1,3.11,6,Smart TV,Drama,Europe,On-Time,Basic,No,9,57,7294,3
47,8,2.16,10,Smart TV,Sci-fi,Europe,On-Time,Basic,No,9,52,2069,3
45,7,2.83,8,Tablet,Drama,Oceania,On-Time,Basic,No,6,51,2703,3
55,9,4.42,8,Tablet,Sci-fi,Africa,On-Time,Premium,No,8,61,2131,3
9,2,5.59,1,Laptop,Action,Europe,On-Time,Basic,No,4,41,4357,2
50,10,2.53,7,Laptop,Romance,Europe,On-Time,Standard,No,1,64,3483,4
54,2,5.51,2,Smart TV,Romance,Europe,On-Time,Basic,No,0,69,2191,3
44,8,4.74,9,Smart TV,Action,Europe,On-Time,Basic,No,0,21,3872,4
45,10,5.67,9,Smart TV,Drama,Africa,On-Time,Basic,No,5,68,3878,3
39,8,3.63,8,Mobile,Action,Oceania,Delayed,Basic,No,9,19,8264,2
12,6,1.88,1,Tablet,Comedy,Africa,On-Time,Standard,No,4,23,4742,2
19,7,3.16,8,Tablet,Comedy,Africa,Delayed,Premium,Yes,10,44,2679,5
10,7,3.01,10,Mobile,Drama,Africa,On-Time,Basic,No,3,23,2570,1
1,9,3.42,7,Laptop,Romance,Africa,On-Time,Basic,No,0,24,3046,3
2,9,5.42,7,Mobile,Comedy,Africa,On-Time,Basic,No,1,48,4028,3
27,9,2.77,9,Smart TV,Comedy,Asia,On-Time,Standard,No,4,39,6941,2
12,8,4.49,9,Smart TV,Comedy,North America,Delayed,Standard,Yes,7,66,3966,2
43,10,4.46,9,Smart TV,Action,Asia,Delayed,Basic,No,9,50,6959,3
8,9,5.35,9,Mobile,Comedy,Oceania,On-Time,Basic,No,7,56,8843,4
9,8,4.86,10,Tablet,Sci-fi,Oceania,On-Time,Basic,No,6,31,2652,4
14,10,3.03,10,Laptop,Romance,South America,Delayed,Basic,Yes,10,28,3207,3
42,8,3.96,9,Laptop,Comedy,Oceania,Delayed,Standard,No,4,35,4118,4
15,7,5.55,10,Mobile,Romance,Africa,On-Time,Basic,No,6,36,3330,4
36,9,1.4,7,Tablet,Action,Europe,On-Time,Standard,No,8,58,4031,3
31,7,2.6,8,Laptop,Sci-fi,Africa,On-Time,Premium,No,1,70,3749,2
5,7,5.44,7,Mobile,Comedy,Oceania,Delayed,Basic,Yes,9,38,4075,1
2,7,4.12,9,Smart TV,Romance,Africa,On-Time,Premium,No,0,22,3656,3
39,7,2.54,9,Laptop,Drama,North America,Delayed,Basic,No,0,70,7626,4
39,3,4.1,1,Laptop,Comedy,South America,On-Time,Premium,No,5,58,3546,5
15,7,5.83,10,Tablet,Romance,Oceania,On-Time,Basic,No,2,69,6691,1
54,10,1.21,8,Smart TV,Sci-fi,Europe,On-Time,Premium,No,2,40,1928,3
7,10,5.27,8,Smart TV,Drama,Asia,Delayed,Premium,Yes,5,30,4675,2
33,3,1.64,4,Tablet,Drama,Oceania,On-Time,Premium,No,3,36,6450,2
41,8,1.25,7,Tablet,Drama,Oceania,On-Time,Standard,No,10,28,4290,3
49,6,3.86,1,Smart TV,Action,Asia,On-Time,Standard,No,8,25,4734,1
58,9,1.07,7,Laptop,Romance,Oceania,On-Time,Basic,No,10,63,1709,5
51,9,3.41,7,Mobile,Sci-fi,Asia,On-Time,Basic,No,6,43,6245,2
57,7,2.18,8,Mobile,Action,Asia,On-Time,Basic,No,5,57,7944,3
51,8,1.27,10,Smart TV,Romance,North America,On-Time,Basic,No,3,42,2930,1
41,7,1.04,10,Smart TV,Romance,South America,On-Time,Premium,No,2,47,4093,3
39,4,1.85,3,Smart TV,Romance,Europe,Delayed,Basic,No,9,31,5224,3
16,7,3.51,8,Laptop,Sci-fi,Oceania,On-Time,Basic,No,3,49,8843,4
31,10,4.49,7,Mobile,Action,Asia,Delayed,Basic,No,4,41,4822,1
27,9,5.06,9,Tablet,Sci-fi,Africa,On-Time,Basic,No,5,67,1211,3
3,10,1.81,8,Smart TV,Comedy,Europe,On-Time,Standard,No,4,55,2881,4
50,7,5.0,8,Laptop,Comedy,Europe,On-Time,Basic,No,3,45,9178,5
11,8,2.07,8,Tablet,Comedy,Asia,On-Time,Standard,No,7,22,9664,5
19,10,5.54,7,Smart TV,Action,Africa,Delayed,Standard,Yes,10,20,8242,2
52,9,2.49,9,Laptop,Comedy,South America,On-Time,Premium,No,7,32,4808,1
59,8,1.06,8,Smart TV,Action,Oceania,On-Time,Standard,No,9,42,2235,3
47,8,5.57,9,Tablet,Drama,Europe,Delayed,Premium,No,4,49,9114,4
24,6,5.92,5,Tablet,Action,South America,On-Time,Standard,No,8,19,5530,3
5,3,4.13,3,Mobile,Comedy,Asia,On-Time,Premium,No,7,57,1408,5
33,9,2.08,9,Smart TV,Action,North America,Delayed,Standard,No,2,44,7912,4
39,8,5.57,9,Tablet,Action,South America,Delayed,Premium,No,10,46,9374,3
17,7,2.72,9,Mobile,Sci-fi,Oceania,On-Time,Standard,No,0,60,2792,4
22,8,2.99,7,Laptop,Comedy,Oceania,Delayed,Basic,Yes,1,60,7441,4
49,10,4.05,9,Mobile,Drama,Europe,On-Time,Standard,No,9,56,4650,1
50,8,2.99,9,Tablet,Sci-fi,South America,On-Time,Basic,No,1,20,2417,4
11,10,3.22,7,Laptop,Sci-fi,Africa,On-Time,Premium,No,1,36,9251,3
41,6,4.06,5,Mobile,Drama,Asia,Delayed,Premium,No,9,19,3290,5
53,1,3.65,5,Mobile,Drama,Oceania,On-Time,Basic,No,5,48,2347,3
12,6,1.75,2,Tablet,Drama,South America,Delayed,Standard,Yes,7,24,6288,5
13,3,4.47,1,Laptop,Action,South America,Delayed,Standard,Yes,3,33,7220,1
41,5,4.26,1,Tablet,Action,Europe,On-Time,Basic,No,6,57,7522,4
11,8,3.35,9,Smart TV,Drama,South America,On-Time,Basic,No,5,70,3021,5
19,6,2.25,6,Smart TV,Comedy,Asia,On-Time,Premium,No,3,65,7752,2
43,5,1.99,6,Laptop,Comedy,Asia,On-Time,Premium,No,5,50,9508,1
33,7,3.67,10,Smart TV,Sci-fi,Asia,On-Time,Basic,No,4,56,7052,2
30,7,5.13,7,Tablet,Action,Europe,Delayed,Basic,No,7,38,5940,3
27,10,2.07,9,Tablet,Sci-fi,Africa,On-Time,Basic,No,2,36,8540,5
46,7,5.75,8,Laptop,Action,Oceania,On-Time,Standard,No,8,65,1014,2
34,10,5.83,10,Mobile,Action,South America,On-Time,Premium,No,4,25,1248,5
40,9,3.29,7,Smart TV,Sci-fi,South America,On-Time,Basic,No,7,60,8183,4
3,7,4.52,9,Tablet,Action,Europe,On-Time,Standard,No,1,21,5893,5
52,8,1.83,8,Smart TV,Sci-fi,Oceania,Delayed,Basic,No,2,65,3027,3
20,10,3.12,10,Smart TV,Comedy,Oceania,Delayed,Premium,Yes,0,53,5070,3
32,8,1.23,8,Laptop,Drama,South America,On-Time,Basic,No,3,56,4528,4
50,1,4.95,5,Mobile,Drama,Asia,On-Time,Premium,No,5,22,2566,1
51,8,3.06,9,Smart TV,Sci-fi,Asia,On-Time,Basic,No,1,40,2092,1
4,5,2.8,3,Smart TV,Romance,Asia,On-Time,Basic,No,5,34,6889,5
41,10,5.41,8,Laptop,Action,Asia,On-Time,Standard,No,6,33,3583,2
4,7,4.59,10,Tablet,Romance,South America,On-Time,Basic,No,9,35,8638,5
43,10,5.71,7,Laptop,Romance,Africa,On-Time,Premium,No,4,34,5583,4
37,3,1.18,4,Tablet,Romance,North America,On-Time,Basic,No,10,40,4420,4
35,3,1.1,2,Laptop,Sci-fi,Africa,On-Time,Basic,No,0,30,8790,1
35,9,1.96,10,Smart TV,Action,South America,On-Time,Basic,No,4,18,6806,5
5,8,4.66,9,Laptop,Drama,South America,On-Time,Basic,No,1,64,2834,2
10,6,1.43,5,Laptop,Drama,Asia,On-Time,Basic,No,10,31,1376,5
22,2,3.97,6,Smart TV,Comedy,South America,On-Time,Basic,No,8,63,1702,3
43,1,1.26,5,Laptop,Romance,North America,On-Time,Basic,No,7,60,8475,2
9,8,4.82,8,Tablet,Drama,South America,Delayed,Basic,Yes,4,26,8978,3
32,7,1.16,10,Mobile,Sci-fi,Europe,Delayed,Standard,No,1,69,7995,1
43,2,3.6,4,Smart TV,Romance,Oceania,On-Time,Basic,No,4,51,3533,1
17,1,2.3,4,Laptop,Sci-fi,Europe,Delayed,Standard,Yes,4,24,5836,1
3,8,2.0,9,Smart TV,Comedy,North America,On-Time,Standard,No,5,65,4116,5
2,6,4.68,6,Mobile,Sci-fi,Africa,On-Time,Premium,No,5,43,9605,3
25,10,5.82,9,Laptop,Action,South America,On-Time,Standard,No,10,67,9855,2
23,9,1.25,8,Laptop,Drama,Oceania,Delayed,Basic,Yes,5,42,7617,1
58,3,5.47,6,Smart TV,Sci-fi,Europe,Delayed,Basic,No,0,43,9379,1
6,3,2.61,3,Mobile,Action,North America,Delayed,Basic,Yes,5,35,8362,2
29,2,4.6,6,Laptop,Romance,Europe,On-Time,Standard,No,4,23,6397,3
56,5,3.59,2,Mobile,Action,Oceania,On-Time,Standard,No,9,54,5322,5
4,1,4.69,5,Mobile,Drama,Africa,Delayed,Premium,Yes,4,18,1049,4
19,8,1.12,8,Smart TV,Action,North America,On-Time,Premium,No,2,33,3164,4
40,7,3.43,8,Tablet,Sci-fi,Asia,On-Time,Standard,No,3,19,9345,2
8,4,2.6,6,Tablet,Drama,North America,On-Time,Basic,No,3,52,1630,4
2,4,4.0,5,Tablet,Drama,Africa,On-Time,Standard,No,7,54,5739,1
9,8,2.75,8,Mobile,Comedy,North America,On-Time,Basic,No,8,25,5497,1
22,9,5.11,10,Smart TV,Action,Asia,Delayed,Basic,Yes,5,63,7329,2
35,10,2.55,8,Mobile,Comedy,Europe,On-Time,Basic,No,9,69,7943,1
8,10,2.71,9,Mobile,Sci-fi,Africa,On-Time,Premium,No,7,65,1672,5
50,10,3.7,10,Mobile,Action,Asia,On-Time,Basic,No,6,57,8435,4
46,5,4.0,2,Tablet,Comedy,South America,On-Time,Standard,No,1,59,3937,3
24,2,1.12,2,Laptop,Comedy,Africa,On-Time,Standard,No,7,37,7680,3
29,3,2.32,3,Mobile,Action,Europe,On-Time,Basic,No,6,61,2404,5
8,9,2.12,10,Mobile,Romance,South America,On-Time,Standard,No,1,36,8323,1
45,10,1.9,8,Smart TV,Action,Asia,Delayed,Basic,No,6,35,8893,2
16,4,5.56,1,Mobile,Sci-fi,Africa,Delayed,Standard,Yes,5,33,8682,4
34,2,5.64,5,Laptop,Action,Africa,Delayed,Standard,No,8,32,2750,3
22,7,3.88,10,Tablet,Sci-fi,Asia,On-Time,Standard,No,9,24,9689,2
18,1,2.28,4,Tablet,Comedy,North America,On-Time,Basic,No,5,21,6501,2
18,9,5.41,9,Smart TV,Comedy,South America,Delayed,Basic,Yes,1,51,6471,3
52,8,5.89,7,Laptop,Action,South America,On-Time,Premium,No,6,32,1767,1
11,9,1.54,8,Tablet,Romance,Africa,On-Time,Standard,No,3,27,4408,4
51,3,1.14,2,Laptop,Drama,Asia,Delayed,Standard,No,6,37,2382,2
52,9,3.23,9,Smart TV,Romance,Oceania,On-Time,Standard,No,4,66,9932,1
2,7,2.75,10,Smart TV,Drama,Africa,On-Time,Basic,No,9,58,1950,1
28,8,5.39,7,Tablet,Drama,Asia,On-Time,Standard,No,1,38,1599,2
54,3,3.59,3,Tablet,Romance,North America,Delayed,Basic,No,4,58,4397,4
5,6,1.02,3,Mobile,Action,Oceania,On-Time,Basic,No,6,55,6696,3
43,5,1.5,1,Mobile,Drama,South America,Delayed,Basic,No,4,70,9301,5
16,8,1.57,8,Smart TV,Drama,Oceania,On-Time,Basic,No,5,52,3663,2
31,9,2.33,9,Laptop,Comedy,North America,On-Time,Standard,No,4,59,4795,3
32,9,4.42,10,Laptop,Comedy,Asia,On-Time,Standard,No,0,18,8613,4
23,6,4.34,3,Tablet,Sci-fi,Africa,On-Time,Standard,Yes,6,22,7597,1
21,10,2.62,8,Tablet,Romance,South America,On-Time,Premium,No,7,51,5704,1
24,8,3.77,10,Mobile,Drama,North America,Delayed,Standard,Yes,1,49,6566,2
12,2,1.17,2,Laptop,Action,North America,On-Time,Standard,Yes,9,34,7792,4
55,9,3.33,9,Tablet,Drama,Asia,On-Time,Standard,No,0,52,4503,2
24,9,5.75,9,Mobile,Drama,Oceania,Delayed,Standard,Yes,8,22,3145,1
58,8,5.92,9,Laptop,Comedy,Europe,Delayed,Basic,No,7,64,3856,3
60,1,1.79,4,Laptop,Comedy,Asia,On-Time,Standard,No,3,31,9768,4
9,9,5.08,8,Tablet,Sci-fi,Oceania,On-Time,Basic,No,6,24,5827,2
40,1,5.98,5,Smart TV,Sci-fi,Oceania,On-Time,Basic,No,7,21,8105,2
36,8,3.01,9,Laptop,Comedy,South America,On-Time,Premium,No,4,44,7491,5
50,1,4.77,6,Mobile,Drama,Oceania,Delayed,Standard,No,5,27,7484,1
35,5,3.0,6,Smart TV,Romance,Europe,On-Time,Basic,No,6,42,2112,1
60,8,3.1,8,Tablet,Sci-fi,Asia,On-Time,Basic,No,6,24,6664,2
32,5,5.58,4,Laptop,Drama,South America,On-Time,Basic,No,4,29,4887,1
22,10,5.85,7,Laptop,Drama,South America,On-Time,Premium,No,10,18,2193,3
53,10,4.23,7,Laptop,Drama,Oceania,On-Time,Basic,No,1,60,2822,3
40,9,5.58,10,Mobile,Drama,Oceania,Delayed,Premium,No,5,25,8411,3
17,7,3.5,9,Mobile,Comedy,North America,On-Time,Basic,No,7,30,2719,3
53,8,2.76,7,Tablet,Action,Africa,On-Time,Standard,No,7,33,1559,5
2,9,5.61,7,Laptop,Drama,Europe,On-Time,Basic,No,9,33,7501,4
3,8,3.56,7,Mobile,Romance,Asia,On-Time,Standard,No,5,38,8326,5
43,1,4.53,2,Laptop,Comedy,Oceania,Delayed,Premium,No,9,18,1763,3
14,7,1.36,9,Mobile,Drama,South America,On-Time,Basic,No,9,39,9194,1
14,7,2.71,10,Mobile,Action,South America,On-Time,Standard,No,5,33,7855,5
53,8,3.32,9,Laptop,Romance,South America,On-Time,Basic,No,2,33,7479,4
55,10,5.68,9,Mobile,Comedy,North America,On-Time,Standard,No,8,42,4413,1
26,1,1.5,3,Smart TV,Sci-fi,South America,On-Time,Premium,No,5,41,8472,3
49,7,5.7,7,Smart TV,Drama,Africa,On-Time,Basic,No,3,58,1357,4
7,7,4.22,7,Tablet,Drama,Oceania,On-Time,Basic,No,4,57,5534,3
57,4,1.54,5,Smart TV,Comedy,Africa,On-Time,Basic,No,10,19,6782,3
8,7,1.16,10,Tablet,Sci-fi,Africa,On-Time,Basic,No,6,51,3999,2
29,8,2.56,7,Smart TV,Comedy,South America,Delayed,Standard,No,4,58,7059,3
36,8,5.05,7,Tablet,Action,South America,Delayed,Premium,No,10,54,3563,1
7,5,4.51,3,Smart TV,Action,Oceania,On-Time,Basic,No,8,38,5009,3
35,9,4.53,9,Mobile,Sci-fi,Asia,On-Time,Standard,No,6,63,5384,5
60,7,3.51,10,Smart TV,Romance,South America,On-Time,Basic,No,6,53,5829,1
11,8,4.96,10,Mobile,Sci-fi,Europe,On-Time,Basic,No,2,50,3049,1
16,10,2.75,9,Smart TV,Drama,Asia,On-Time,Standard,No,9,28,1982,5
4,9,1.05,8,Mobile,Comedy,South America,On-Time,Basic,No,7,23,6055,5
21,6,2.94,4,Tablet,Drama,Africa,On-Time,Premium,No,4,44,4176,2
36,10,5.28,10,Mobile,Romance,Oceania,On-Time,Basic,No,8,21,7338,4
46,9,1.8,9,Smart TV,Comedy,North America,On-Time,Standard,No,1,52,8518,3
51,1,4.73,5,Laptop,Romance,South America,On-Time,Premium,No,8,57,6386,4
18,7,2.56,9,Mobile,Comedy,Africa,Delayed,Standard,Yes,6,44,2418,5
50,8,5.77,7,Smart TV,Action,North America,Delayed,Basic,No,1,30,8506,4
37,9,4.4,7,Smart TV,Drama,Asia,On-Time,Basic,No,10,55,4194,1
32,8,5.39,8,Mobile,Comedy,Africa,On-Time,Premium,No,5,69,6009,2
35,2,5.47,3,Mobile,Comedy,North America,On-Time,Standard,No,0,60,1340,5
20,2,2.5,1,Mobile,Action,South America,Delayed,Basic,Yes,4,40,4294,4
6,9,5.42,7,Smart TV,Drama,North America,On-Time,Standard,No,1,42,2124,4
26,7,4.89,9,Laptop,Sci-fi,South America,Delayed,Premium,No,6,45,7598,5
1,9,1.75,8,Laptop,Action,Africa,Delayed,Basic,Yes,2,38,6731,2
18,1,5.01,2,Mobile,Sci-fi,Oceania,Delayed,Basic,Yes,3,22,5534,4
58,10,3.13,10,Mobile,Sci-fi,South America,On-Time,Basic,No,4,66,1499,4
11,9,3.7,8,Mobile,Action,North America,On-Time,Standard,No,0,59,5225,4
39,9,3.04,8,Laptop,Action,Africa,On-Time,Basic,No,2,59,7717,5
23,9,5.45,10,Laptop,Action,North America,On-Time,Standard,No,9,55,4454,3
42,9,4.53,8,Tablet,Romance,Asia,On-Time,Standard,No,3,18,1996,4
47,8,2.72,7,Mobile,Sci-fi,Africa,On-Time,Premium,No,6,66,8771,4
45,10,5.36,9,Tablet,Comedy,Asia,Delayed,Basic,No,4,60,8513,5
23,9,2.35,10,Smart TV,Drama,Asia,On-Time,Standard,No,10,34,1263,4
44,10,5.07,10,Mobile,Drama,South America,On-Time,Standard,No,4,66,8434,5
24,1,1.54,3,Smart TV,Action,North America,On-Time,Standard,Yes,2,32,2982,3
28,9,1.1,10,Tablet,Action,Europe,On-Time,Standard,No,6,50,8060,2
36,5,4.4,6,Smart TV,Romance,South America,On-Time,Standard,No,8,20,1857,1
33,8,1.83,9,Tablet,Drama,Asia,On-Time,Basic,No,7,45,4720,1
33,6,1.88,6,Mobile,Romance,Asia,On-Time,Premium,No,5,50,7827,2
9,3,1.23,3,Mobile,Comedy,South America,On-Time,Standard,Yes,1,39,9842,5
37,2,4.61,5,Smart TV,Drama,Oceania,On-Time,Standard,No,0,47,7937,4
60,4,1.68,4,Mobile,Comedy,South America,On-Time,Basic,No,8,28,2378,2
5,2,2.05,2,Laptop,Comedy,Africa,On-Time,Standard,No,5,63,9084,2
27,6,4.52,2,Laptop,Sci-fi,Europe,On-Time,Basic,No,4,25,2466,4
47,7,5.43,8,Smart TV,Action,Oceania,Delayed,Basic,No,10,44,1740,4
58,10,2.19,10,Smart TV,Drama,South America,On-Time,Premium,No,5,61,8935,3
30,7,5.46,9,Tablet,Action,Oceania,On-Time,Basic,No,9,56,4225,2
3,8,3.52,10,Smart TV,Sci-fi,South America,On-Time,Standard,No,5,31,3736,1
6,7,5.95,9,Smart TV,Drama,Africa,On-Time,Standard,No,2,20,1610,2
28,9,5.54,10,Laptop,Romance,Europe,On-Time,Standard,No,10,62,5515,4
41,9,3.85,7,Tablet,Comedy,Africa,On-Time,Premium,No,2,67,2518,4
17,10,3.56,10,Smart TV,Sci-fi,South America,On-Time,Premium,No,4,66,3361,1
1,1,1.31,5,Mobile,Action,South America,On-Time,Basic,No,6,59,9192,3
18,6,5.76,2,Tablet,Drama,Africa,On-Time,Premium,No,2,49,7431,1
48,10,1.36,7,Smart TV,Comedy,Africa,On-Time,Standard,No,10,39,8896,1
36,3,3.16,1,Tablet,Sci-fi,Europe,On-Time,Basic,No,3,37,4839,3
59,1,1.96,5,Mobile,Romance,Oceania,Delayed,Premium,No,9,65,8870,5
46,2,4.26,6,Smart TV,Drama,Asia,On-Time,Basic,No,9,23,3119,3
44,7,1.52,10,Mobile,Romance,South America,Delayed,Basic,No,7,22,3562,5
8,8,3.03,10,Mobile,Sci-fi,Oceania,On-Time,Basic,No,5,49,9205,5
4,10,3.92,9,Smart TV,Action,Europe,Delayed,Basic,Yes,6,48,4993,4
22,9,4.19,7,Mobile,Comedy,Asia,On-Time,Standard,No,7,69,7131,1
42,2,3.89,5,Mobile,Sci-fi,Asia,Delayed,Standard,No,0,19,6619,3
42,10,1.64,9,Laptop,Action,South America,On-Time,Basic,No,10,20,5168,2
2,10,5.51,7,Mobile,Drama,Oceania,On-Time,Basic,No,7,59,6736,4
8,9,4.5,9,Tablet,Comedy,South America,On-Time,Basic,No,7,57,3382,3
57,9,3.23,7,Smart TV,Romance,Oceania,Delayed,Basic,No,10,48,7023,2
3,10,4.11,10,Tablet,Comedy,Africa,On-Time,Basic,No,0,22,6374,5
56,9,5.33,9,Tablet,Romance,Africa,On-Time,Premium,No,2,61,8752,1
13,9,2.68,9,Laptop,Action,North America,On-Time,Standard,No,4,34,5791,5
29,2,4.72,6,Mobile,Drama,Asia,On-Time,Standard,No,6,37,7064,5
7,8,5.1,8,Laptop,Sci-fi,Africa,On-Time,Basic,No,10,49,7602,1
17,8,5.73,10,Smart TV,Romance,North America,On-Time,Standard,No,4,26,9848,5
50,9,5.68,7,Tablet,Action,Asia,On-Time,Standard,No,1,20,4910,5
45,2,5.61,2,Laptop,Action,Africa,On-Time,Basic,No,6,44,2259,4
32,10,5.22,10,Smart TV,Sci-fi,Oceania,Delayed,Basic,No,7,19,4680,5
10,2,1.01,2,Mobile,Comedy,South America,Delayed,Basic,Yes,6,39,3200,4
54,7,5.89,9,Smart TV,Comedy,Asia,On-Time,Basic,No,3,43,5959,4
23,9,4.69,10,Laptop,Action,Oceania,On-Time,Basic,No,8,26,5179,5
12,1,1.95,4,Mobile,Romance,North America,On-Time,Standard,No,9,69,5392,2
8,3,3.84,3,Laptop,Drama,Oceania,On-Time,Standard,No,0,59,8707,2
20,7,1.02,9,Mobile,Drama,Africa,On-Time,Standard,No,7,36,2966,1
42,7,5.83,9,Laptop,Romance,Europe,On-Time,Basic,No,6,22,4037,5
29,8,5.18,9,Laptop,Comedy,Oceania,On-Time,Basic,No,4,19,5075,2
60,8,2.27,9,Tablet,Drama,South America,On-Time,Basic,No,10,18,5386,5
27,8,3.52,7,Mobile,Romance,South America,On-Time,Standard,No,5,62,6655,2
19,10,4.1,9,Smart TV,Romance,Europe,Delayed,Standard,Yes,0,34,2628,2
4,7,1.3,10,Mobile,Drama,Oceania,On-Time,Premium,No,4,67,9355,5
34,8,2.7,10,Laptop,Sci-fi,Africa,On-Time,Standard,No,2,39,8822,5
58,10,2.17,8,Tablet,Drama,South America,On-Time,Basic,No,3,26,9590,2
57,10,1.95,9,Smart TV,Action,North America,On-Time,Basic,No,6,36,6064,3
58,7,2.77,10,Laptop,Action,Oceania,On-Time,Basic,No,6,53,8114,1
26,3,1.5,3,Tablet,Drama,Africa,Delayed,Basic,No,7,55,6200,3
50,7,5.74,8,Laptop,Action,Africa,Delayed,Basic,No,8,31,1854,5
22,6,5.98,3,Mobile,Action,Oceania,On-Time,Basic,No,7,37,2630,1
30,9,5.95,9,Tablet,Romance,Oceania,On-Time,Basic,No,6,50,1435,1
38,7,1.62,8,Tablet,Romance,North America,Delayed,Basic,No,7,65,2531,3
55,4,5.79,2,Mobile,Comedy,Oceania,On-Time,Standard,No,3,59,2388,5
44,9,4.32,7,Mobile,Comedy,South America,Delayed,Premium,No,10,67,2197,4
24,10,1.87,8,Smart TV,Comedy,Europe,On-Time,Basic,No,9,67,3779,3
31,10,4.69,10,Smart TV,Comedy,Africa,Delayed,Premium,No,8,33,4723,5
58,8,5.32,7,Smart TV,Action,South America,On-Time,Standard,No,1,29,6522,3
50,1,3.61,5,Smart TV,Romance,Asia,On-Time,Premium,No,6,39,8461,1
10,6,5.47,5,Laptop,Comedy,Asia,Delayed,Premium,Yes,6,22,9586,1
15,2,3.17,5,Smart TV,Romance,Asia,On-Time,Basic,No,3,19,5441,3
16,7,5.83,8,Tablet,Romance,Asia,On-Time,Standard,No,10,22,2117,4
51,5,3.93,2,Smart TV,Action,South America,On-Time,Premium,No,4,28,8857,2
10,9,5.39,9,Mobile,Comedy,Africa,On-Time,Basic,No,6,34,5012,1
19,9,4.27,10,Smart TV,Comedy,North America,Delayed,Basic,Yes,2,21,3519,5
35,10,4.53,8,Mobile,Sci-fi,Africa,Delayed,Basic,No,5,63,9474,2
45,4,4.07,4,Tablet,Sci-fi,Europe,Delayed,Basic,No,10,46,7537,3
17,2,4.55,3,Mobile,Action,Africa,Delayed,Basic,Yes,2,64,9062,1
54,10,5.37,7,Smart TV,Romance,Oceania,On-Time,Basic,No,2,66,3629,5
47,7,1.2,9,Tablet,Comedy,South America,On-Time,Premium,No,7,66,1391,3
2,5,1.03,3,Laptop,Drama,Europe,On-Time,Basic,No,8,35,1872,3
45,4,5.96,6,Laptop,Comedy,Europe,Delayed,Basic,No,3,21,1608,5
8,7,4.55,7,Smart TV,Action,Africa,On-Time,Premium,No,2,45,1149,5
48,7,1.72,7,Laptop,Comedy,South America,Delayed,Standard,No,3,66,5847,2
47,9,4.79,9,Mobile,Action,North America,On-Time,Basic,No,10,35,6481,2
37,9,2.18,8,Tablet,Drama,North America,On-Time,Premium,No,8,25,7416,3
37,4,2.47,3,Laptop,Comedy,Africa,On-Time,Premium,No,10,22,9883,4
16,2,2.3,3,Laptop,Action,Oceania,On-Time,Basic,No,3,25,1152,5
34,9,2.52,8,Mobile,Sci-fi,Europe,Delayed,Standard,No,9,61,5639,4
36,1,1.22,1,Laptop,Romance,Asia,Delayed,Premium,No,10,67,2810,3
48,10,2.91,9,Mobile,Comedy,Asia,On-Time,Standard,No,6,50,8805,5
59,8,2.73,7,Smart TV,Drama,South America,On-Time,Premium,No,0,49,4126,5
33,10,4.61,8,Laptop,Action,Oceania,On-Time,Basic,No,8,47,5508,4
5,5,2.79,3,Smart TV,Sci-fi,Europe,On-Time,Standard,No,8,43,9722,1
43,7,5.18,7,Laptop,Drama,Asia,On-Time,Premium,No,5,68,5462,1
32,7,2.62,9,Smart TV,Romance,North America,On-Time,Basic,No,9,64,3742,5
49,1,4.6,1,Tablet,Comedy,Europe,On-Time,Premium,No,0,68,1520,5
10,8,1.64,10,Tablet,Action,North America,On-Time,Basic,No,8,44,2284,4
26,10,5.16,9,Tablet,Action,South America,On-Time,Premium,No,7,44,2411,3
13,5,1.72,2,Tablet,Comedy,Asia,On-Time,Standard,No,6,43,1965,5
48,2,4.09,6,Smart TV,Comedy,Africa,On-Time,Basic,No,4,63,6877,4
2,10,1.99,8,Tablet,Romance,Africa,On-Time,Premium,No,10,66,4410,4
53,10,1.83,8,Smart TV,Comedy,North America,On-Time,Standard,No,0,41,9090,4
31,8,3.25,8,Smart TV,Sci-fi,South America,On-Time,Basic,No,2,61,7773,4
48,3,2.01,5,Tablet,Action,Oceania,On-Time,Premium,No,4,50,6886,3
25,7,5.7,7,Mobile,Romance,South America,On-Time,Standard,No,1,43,6775,2
23,4,5.61,2,Smart TV,Romance,Asia,Delayed,Premium,Yes,2,60,7217,1
42,9,2.05,9,Mobile,Drama,South America,On-Time,Premium,No,10,59,5192,1
37,3,3.44,6,Mobile,Comedy,Oceania,On-Time,Premium,No,3,49,3007,1
33,3,3.29,6,Laptop,Drama,Europe,On-Time,Basic,No,10,56,8612,3
36,2,1.6,1,Laptop,Drama,Oceania,On-Time,Basic,No,5,48,5480,3
15,6,3.44,1,Smart TV,Comedy,Asia,On-Time,Basic,No,8,34,3678,5
